venue.id,venue.name,venue.location.lat,venue.location.lng,borough,rating,likes,tips_count
4e112e29b3adf2a0f5a2c258,Mr Tasty's Drive In,43.68972635348265,-79.29372744610778,Beaches—East York,5.7,3,4
4e20d440a80968cf3e39885b,Rails and Ales,43.68105482647768,-79.33455581482418,East York,0.0,1,2
53c1819d498e99274aad7cb2,El Furniture Warehouse TO,43.665851682116816,-79.40793828065983,University—Rosedale,7.6,106,39
516c41cde4b01374095cf6ac,TAT Burger,43.652598411040955,-79.43290384864659,Davenport,5.6,3,5
4e87640a7ee6449cee8adfa6,Harvey's & Swiss Chalet,43.70703118456129,-79.39658573254435,Toronto—St. Paul's,5.9,13,4
57253035498eed7a539bb4fd,Burgatory,43.65505680624753,-79.41856280928084,University—Rosedale,0.0,5,2
4a88a344f964a520400720e3,O'Grady's Tap & Grill,43.664578738570206,-79.38061941479945,Toronto Centre,7.1,109,43
523f7a3d11d29e0573145da2,KO Burger,43.67714260002933,-79.3588072791332,East York,5.1,2,4
4d3a0fee49cb236ae622b647,Chuck & Co.,43.68175,-79.42529499999999,Toronto—St. Paul's,0.0,0,1
55f7090e498ea00cbdb2db1c,TuckShop Kitchen,43.665050030369365,-79.45562358090127,Davenport,8.8,15,6
4bf95e8f5efe2d7ffa126c34,Drake Cafe,43.64306058404513,-79.42481960868692,Davenport,8.1,90,26
4ae71a7bf964a52071a821e3,Swiss Chalet,43.689587050031435,-79.39477502747775,Toronto—St. Paul's,7.3,9,11
4bd318c0a8b3a5938a09695f,Big Bite Burger,43.70021857374546,-79.42947466238286,Toronto—St. Paul's,0.0,3,2
4adcc512f964a5209f2f21e3,Boo Radley's Junction Bar and Grill,43.66611037476267,-79.45017005861318,Davenport,7.4,27,18
4ae094a7f964a5208f8021e3,SCHOOL Restaurant,43.6377753703417,-79.42429737067897,Spadina—Fort York,7.7,209,134
4ad4c05cf964a520c7f520e3,The Rivoli,43.649121751201776,-79.39486837707335,Spadina—Fort York,7.5,174,68
4aec5216f964a52009c621e3,Gayley's Cafe,43.64958180395092,-79.42945883294415,Davenport,7.6,14,8
4afb0113f964a5203e1a22e3,McDonald's,43.6718287,-79.3785473,Toronto Centre,5.0,19,17
4b67baaaf964a5202b5c2be3,The Piston,43.66153888272836,-79.42766837195518,Old Toronto,6.8,23,24
4b295e10f964a520ba9d24e3,Richtree Natural Market Restaurants,43.652614361741726,-79.38023131683907,Downtown Yonge,6.3,111,49
4b99276bf964a5203a6535e3,Mike's Liberty Grill,43.637505073974886,-79.42464979436863,Spadina—Fort York,6.9,5,13
4ae1e2c8f964a5205f8821e3,Hooters,43.64795137807785,-79.39033977542255,Spadina—Fort York,5.2,53,50
4ad8e295f964a520a91521e3,Duff's Famous Wings,43.70615680065285,-79.37540317221469,Don Valley West,7.5,57,31
4b3db5e4f964a520709625e3,Quinn's Steakhouse & Bar,43.65119745750837,-79.38297614548684,Financial District,6.4,39,28
4ae74ec5f964a52044aa21e3,OK OK Diner,43.662253295025856,-79.33501073607358,East York,5.8,20,28
4bad73c0f964a52074523be3,Duke of Somerset,43.658105622240356,-79.38456875173901,Old Toronto,5.5,22,10
4d8a7d78bc848cfabd63db2b,Valens Restaurants,43.65609618431269,-79.39283865916013,University—Rosedale,5.6,6,10
4af08336f964a520cedc21e3,Fionn MacCool's Front Street,43.64368932526248,-79.39020148975177,Spadina—Fort York,5.7,39,31
4ad9f7a5f964a520821c21e3,The Wheat Sheaf,43.643707704131906,-79.4025884491327,Spadina—Fort York,6.0,86,75
4ae0ab5ff964a520758121e3,Prohibition Gastrohouse,43.658813485161765,-79.35032270812796,East York,7.7,148,77
4ad7cfdaf964a520fb0e21e3,Brazen Head Irish Pub,43.638548226526325,-79.41709516219507,Spadina—Fort York,6.3,133,102
504ac6d5e4b05763e96453bc,Bassline,43.66216378800318,-79.42473828498137,University—Rosedale,6.1,14,10
